TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeera Hing Aloo Recipe - No Onion No Garlic Recipe,"500 grams Baby Potatoes,1/2 teaspoon Turmeric powder (Haldi),Sunflower Oil - as required,Coriander (Dhania) Leaves - as required,1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Amchur (Dry Mango Powder),1 teaspoon Red Chilli powder,1-1/2 tablespoon Cumin seeds (Jeera),1/2 teaspoon SSP Asafoetida (Hing),Salt,1 teaspoon Ginger - finely chopped",40,Indian,"salt,ginger,amchur (dry mango powder),asafoetida (hing),coriander (dhania) leaves,red chilli powder,cumin seeds (jeera),baby potatoes,coriander powder,turmeric powder,sunflower oil",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesy Potatoes Recipe,"2 teaspoon Lemon juice,Coriander (Dhania) Leaves - few sprigs,2 teaspoon Salted butter,1 cup Sweet corn - boiled,Red Chilli flakes - as needed,1 Onion - finely chopped,Salt - as per taste,1/2 cup Mozzarella cheese,Dried oregano - as required,4 Potatoes (Aloo) - boiled",50,Indian,"salt,coriander (dhania) leaves,mozzarella cheese,red chilli flakes,salted butter,onion,lemon,sweet corn,potato (aloo),dried oregano",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerala Mutton Roast Recipe - Kerala Mutton Masala,"Salt - as per your taste,1/2 teaspoon Fennel seeds (Saunf),2 sprig Curry leaves,1 Tomato - finely chopped,1/2 teaspoon Black pepper powder,3/4 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1 Onion - finely chopped,6 cloves Garlic - finely chopped,2 inch Ginger - finely chopped,1/4 teaspoon Coriander Powder (Dhania),500 grams Mutton - with bone (adds flavour),1/4 teaspoon Turmeric powder (Haldi),3 tablespoons Coconut Oil",65,Kerala Recipes,"tomato,salt,ginger,fennel seeds (saunf),red chilli powder,cloves garlic,curry leaves,onion,mutton (s flavour),black pepper powder,turmeric powder,coriander powder,coconut oil,garam masala powder",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horlicks Cookies Recipe,"1/3 cup Sugar - granulated,1/2 cup Salted butter - at room temperature,5 tablespoons Horlicks,1 cup Vivatta Maida",25,Continental,"vivatta maida,sugar,horlicks,salted butter",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watermelon And Corn Salad Recipe - A Refreshing Summer Salad,"1 tablespoon Lemon juice,1 tablespoon Extra Virgin Olive Oil,Salt - to taste,1/4 cup Mint Leaves (Pudina) - washed and chopped,1/2 teaspoon Black pepper powder,2 tablespoons Pickled Jalapenos - chopped,1 teaspoon Honey,1 cup Del Monte Whole Corn Kernels,2 cups Watermelon - peeled and diced,1/4 cup Basil leaves - washed and chopped",15,Continental,"salt,del monte corn kernels,virgin olive oil,basil leaves,jalapenos,lemon,black pepper powder,mint leaves (pudina),watermelon",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pata Gobi Aur Kele Kofta Curry Recipe - No onion No Garlic,"3 to 4 tablespoons Fresh cream,1/2 teaspoon Cardamom (Elaichi) Pods/Seeds - freshly crushed,1/2 teaspoon Salt - to taste,1 Green Chilli - chopped,Sunflower Oil - as required,1/2 teaspoon Cumin powder (Jeera),Salt - to taste,1 Raw Banana - boiled and mashed,1 cup Sunflower Oil - for deep frying,1 to 2 Bay leaf (tej patta),1 cup Cabbage (Patta Gobi/ Muttaikose) - chopped,2 tablespoons Coriander (Dhania) Leaves - chopped,1 Green Chilli - slit,1-1/2 tablespoons Coriander Powder (Dhania),2 tablespoons Curd (Dahi / Yogurt),3 Tomatoes - large tomatoes,1/2 teaspoon Red Chilli powder,1 pinch Turmeric powder (Haldi),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin seeds (Jeera),1/2 cup Gram flour (besan),1/2 teaspoon Garam masala powder,1 tablespoon Ginger - made into paste",40,North Indian Recipes,"salt,cumin powder (jeera),ginger,garam masala powder,green chilli,coriander (dhania) leaves,bay leaf (tej patta),cardamom (elaichi) podsseeds,red chilli powder,gram flour (besan),tomato large tomato,curd,cumin seeds (jeera),coriander powder,turmeric powder,banana,cabbage (patta gobi muttaikose),sunflower oil",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuna Roasted Mushroom Sandwich Recipe with Tartare Dip Mayo,"2 tablespoons Black olives - chopped,Rocket leaves - as required,Salt - to taste,Red Romaine lettuce - (or any lettuce of your choice),1 teaspoon Lemon juice,Black pepper powder - to taste,2 tablespoons Onions - chopped,1/2 cup Cherry tomatoes - halved,Fresh Thyme leaves - as required,Extra Virgin Olive Oil - as required,2 Ciabatta bread - halved,100 grams Button mushrooms - sliced,4 tablespoons Del Monte Tartare Dip,125 grams Canned tuna - drained",45,Continental,"del monte tartare dip,rocket leaves,tme leaves,salt,black pepper powder,virgin olive oil,ciabatta bread,onion,lemon,black olives,canned tuna,button mushrooms,red romaine lettuce (or lettuce ),cherry tomato",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Cherry Cake Recipe,"1/4 cup Hot water,1/4 cup Dark chocolate - chopped,1 teaspoon Baking powder,1/2 cup Milk - warm,3/4 cup Sugar - (I used organic raw sugar),1 teaspoon Vanilla Extract,Salt - a pinch,1/2 cup Instant Oats (Oatmeal) - powdered,1/4 cup Cocoa Powder,1/2 cup Whole Wheat Flour - (I used organic wheat flour),1/4 cup Sunflower Oil,1/3 cup Fresh Cherries - pitted and chopped,2 Whole Eggs",55,Continental,"baking powder,salt,sugar organic sugar),milk,water,vanilla,dark chocolate,instant oats (oatmeal),cocoa powder,eggs,cherries,wheat flour organic wheat flour),sunflower oil",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sago Khichdi Recipe (Savory Tapioca Pearls Stir Fry),"1 Potato (Aloo) - boiled,1 Green Chilli - finely chopped,1 Tomato - finely chopped,1 teaspoon Lemon juice,1 teaspoon Coriander (Dhania) Leaves - chopped,1 cup Sabudana (Tapioca Pearls),Salt - as required (kala namak,1/4 cup Raw Peanuts (Moongphali),Sunflower Oil - as needed,1/2 Anardana Powder (Pomegranate Seed Powder)",40,Indian,"tomato,sabudana (tapioca pearls),green chilli,coriander (dhania) leaves,anardana powder (pomegranate seed powder),potato (aloo),salt (kala namak,peanuts (moongphali),lemon,sunflower oil",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Whole Wheat Onion Stuffed Kulcha Recipe," green coriander - little, 1 onion, 2 cloves garlic - finely chopped, 1 tbsp active dry yeast, 6 buds Garlic, 1 tsp sugar, 1/2 tsp turmeric powder, water - lukewarm, 5-6 mint leaves, salt - as per taste, 1/2 tsp red chilli powder,4 cups wheat flour",190,North Indian Recipes,"coriander (dhania) leaves,salt,wheat flour,turmeric powder,buds garlic,red chilli powder,cloves garlic,dry yeast,water,sugar,onion,mint leaves",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whole Wheat Palak Naan Recipe,"1 cup Curd (Dahi / Yogurt),1 teaspoon Baking soda,Ghee - for smearing on naan,Kalonji (Onion Nigella Seeds) - or sesame seeds to sprinkle,1/2 cup Spinach Leaves (Palak) - finely chopped (tightly packed),1 tablespoon Sunflower Oil,2 cups Whole Wheat Flour,1/2 teaspoon Sugar,1-1/2 teaspoon Salt - (adjust to taste)",50,North Indian Recipes,"salt,wheat flour,kalonji (onion nigella seeds) sesame seeds,ghee on naan,baking soda,curd,sugar,spinach leaves (palak),sunflower oil",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mizoram Inspired Veg Sawhchiar Recipe-Rice Pilaf With Kashmiri Red Chillies, Bay Leaf and Paneer","Salt - to taste,2 Kashmiri dry red chillies,Black pepper powder - to taste,1 cup Iceberg lettuce - shredded,1 Bay leaf (tej patta),1/2 cup Paneer (Homemade Cottage Cheese) - cubed,1/2 cup Spinach Leaves (Palak) - finely chopped,Sunflower Oil - as needed,2 Cardamom (Elaichi) Pods/Seeds - pounded,1 cup Basmati rice - soaked for 30 minutes",40,North East India Recipes,"basmati rice,salt,bay leaf (tej patta),paneer,cardamom (elaichi) podsseeds,kashmiri dry red chillies,iceberg lettuce,black pepper powder,spinach leaves (palak),sunflower oil",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khakara Vegetable Pizza Recipe,"3 tablespoons Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Turmeric powder (Haldi),Water - as required,1/4 cup Mozzarella cheese,Salt - to taste,1/4 cup Green Bell Pepper (Capsicum) - chopped,1/2 Onion - thinly sliced,Dried oregano - as needed,1 teaspoon Red Chilli powder,Red Chilli flakes - as needed,1 teaspoon Ajwain (Carom seeds),1 tablespoon Sunflower Oil,1/4 cup Red Bell pepper (Capsicum) - chopped,1 cup Whole Wheat Flour,1/4 cup Yellow Bell Pepper (Capsicum) - chopped,1 teaspoon Sunflower Oil,1 Tomato - chopped,2 tablespoon Broccoli - (optional)",20,Indian,"yellow bell pepper (capsicum),salt,wheat flour,red bell pepper (capsicum),tomato,ajwain (carom seeds),red chilli powder,water,red chilli flakes,mozzarella cheese,onion,broccoli,dried oregano,green bell pepper (capsicum),turmeric powder,kasuri methi (dried fenugreek leaves),sunflower oil",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri Color Rotini Spirali Pasta Recipe Tossed in Creamy Basil Sauce,"4 cloves Garlic,2 tablespoons Apricots - cut into small pieces,300 grams Del Monte Tricolour Spirali Pasta,2 tablespoons Walnuts - toasted,Salt and Pepper - to taste,2 cups Milk,1 teaspoon Extra Virgin Olive Oil,100 grams Basil leaves",40,Italian Recipes,"salt,apricots,milk,del monte tricolour spirali pasta,basil leaves,cloves garlic,virgin olive oil,pepper,walnuts",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinach Omelette Recipe,"1/2 teaspoon Turmeric powder (Haldi),4 tablespoons Milk,2 tablespoon Extra Virgin Olive Oil,6 Spring Onion Greens - finely chopped,Spinach - 1 bunch,1/2 teaspoon Salt,2 teaspoon Red Chilli powder,4 Whole Eggs",25,Continental,"salt,spring onion greens,spinach bunch,milk,red chilli powder,virgin olive oil,eggs,turmeric powder",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinach And Feta Cheese Rotolo Recipe,"4-5 cloves Garlic - chopped,Salt - to taste,1 cup Spinach - chopped,2 tablespoon Butter,1 cup Milk,1 sprig Dried Thyme Leaves,1 Whole Egg,100 grams Feta Cheese - grated,1/4 cup All Purpose Flour (Maida),2 tablespoon All Purpose Flour (Maida),1/4 cup Spinach - pureed,1 cup Whole Wheat Flour,Black pepper powder - for seasoning",55,Italian Recipes,"salt,wheat flour,spinach,eggs,black pepper powder,milk,cloves garlic,feta cheese,thyme leaves,flour (maida),butter",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheesy Loaded Veggie Nachos Recipes,"1 Green Chilli - finely chopped,1 teaspoon Cumin powder (Jeera),200 grams Britannia Cheese Block - grated,1 tablespoon Tabasco Original - Hot Sauce,1 Onion - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1 Onion - small,4 Tomatoes - finely chopped,Salt - to taste,1 tablespoon All Purpose Flour (Maida),1/2 cup Milk,3 tablespoons Britannia Cheese Spread - Mexican Chilli,Nachos - 1 standard size pack,4 cloves Garlic - finely chopped,1 tablespoon Butter,Coriander (Dhania) Leaves - small bunch,1/4 cup Black olives - sliced,1/4 cup Pickled Jalapenos,1 cup Rajma (Large Kidney Beans) - cooked,1/4 teaspoon Cumin powder (Jeera),1 teaspoon Sugar,1/4 teaspoon Red Chilli powder,1 Lemon - juiced,1 teaspoon Sunflower Oil,1/4 cup Homemade tomato puree",30,Mexican,"tomato,cumin powder (jeera),cloves garlic,lemon,jalapenos,onion,rajma (large kidney beans),turmeric powder,sunflower oil,salt,coriander (dhania),green chilli,black olives,britannia cheese block,flour (maida),britannia cheese mexican chilli,red chilli powder,sugar,nachos standard pack,butter,tabasco original sauce,milk",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtrian Anarsa Recipe,"3 tablespoons Poppy seeds,Sunflower Oil - for deep frying,1 Cup Rice - soaked for 3 days (wash & change water everyday),Salt - a pinch,1/2 cup Milk,1 Cup Jaggery - powdered,1/2 Ripe Bananas - (optional) mashed",65,Maharashtrian Recipes,"salt,bananas,milk,jaggery,poppy seeds,rice days ( change water everyday),sunflower oil",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lal Mathachi Bhaji Recipe - Amaranth Leaves Moong Sprouts Sabzi,"1/2 teaspoon Turmeric powder (Haldi),4 cloves Garlic,Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Mustard seeds,1 Onion - chopped,2 cups Red Amaranth Leaves - roughly chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Jaggery,1 cup Green Moong Sprouts",40,Maharashtrian Recipes,"salt,asafoetida (hing),mustard seeds,red amaranth leaves,green moong sprouts,red chilli powder,cloves garlic,jaggery,onion,turmeric powder",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Rice Pudding With Cherry Compote Recipe,"3/4 teaspoon Cinnamon Powder (Dalchini),2 cup Heavy whipping cream,1 teaspoon Corn flour,3 cup Milk,1 teaspoon Vanilla Extract,2 teaspoon Sugar,1 cup Basmati rice - washed,1/2 cup Condensed Milk,2 cup Water,1/2 teaspoon Nutmeg powder,1/2 teaspoon Almond essence (Badam Essence),1 cup Canned Cherries",55,Continental,"basmati rice,heavy whipping cream,corn flour,nutmeg powder,milk,water,almond essence (badam essence),sugar,vanilla,condensed milk,canned cherries,cinnamon powder (dalchini)",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixed Flour And Spring Onion Cheela Recipe,"1/2 teaspoon Turmeric powder (Haldi),1 cup Jowar Flour (Sorghum),Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 teaspoon Coriander Powder (Dhania),1 cup Bajra Flour ( Pearl Millet),Red Chilli powder - to taste,1 cup Spring Onion (Bulb & Greens) - finely chopped,1/2 cup Rice flour,1 tablespoon Ginger Garlic Paste,Sunflower Oil - to shallow fry",25,Indian,"salt,coriander powder,jowar flour (sorghum),red chilli powder,ginger garlic paste,spring onion (bulb greens),cumin seeds (jeera),bajra flour ( pearl millet),rice flour,turmeric powder,sunflower oil",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Cream Healthy Broccoli Pasta Recipe,"225 grams Spirali pasta,2 tablespoon Extra Virgin Olive Oil,Salt - to taste,Red Chilli flakes - to taste,3/4 cup Vegetable stock,Black pepper powder - to taste,4 cloves Garlic - sliced,1 tablespoon Butter,1/4 cup Parmesan cheese - (optional),4 cups Broccoli - cut into florets",35,Italian Recipes,"salt,vegetable stock,cloves garlic,virgin olive oil,red chilli flakes,broccoli,spirali pasta,black pepper powder,parmesan cheese,butter",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepes Stuffed With Caramelized Banana Recipe,"2 teaspoons Extra Virgin Olive Oil,1 teaspoon Butter,Caramel Sauce - for garnish,1 cup Milk,1/4 cup Brown Sugar (Demerara Sugar),2 tablespoons Butter,1 cup Whole Wheat Flour,1 pinch Salt,2 Ripe Bananas - cut lengthwise,2 Whole Eggs",50,Continental,"salt,wheat flour,bananas,milk,caramel sauce,virgin olive oil,brown sugar (demerara sugar),eggs,butter",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinach Buns Recipe (Masala Palak Pav),"1 teaspoon Sugar,1 teaspoon Active dry yeast,1 Egg yolks,1 tablespoon Extra Virgin Olive Oil,2 teaspoons Kalonji (Onion Nigella Seeds),1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder -,Milk - as required,1 teaspoon Turmeric powder (Haldi),2 tablespoons Spinach - puree,2 cups Vivatta Maida,1 teaspoon Salt",45,Indian,"salt,kalonji (onion nigella seeds),eggs,spinach,milk,red chilli powder,virgin olive oil,dry yeast,vivatta maida,sugar,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic & Ginger Spiced Potato Wedges Recipe (Baked),"2 tablespoons Red Chilli flakes,1 tablespoon Water,4 Potatoes (Aloo),1 tablespoon Dried Thyme Leaves,4 tablespoons Extra Virgin Olive Oil,1 tablespoon Ginger Garlic Paste,3 tablespoons Italian seasoning",70,Continental,"red chilli flakes,virgin olive oil,italian,ginger garlic paste,water,thyme leaves,potato (aloo)",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methi Dana Sabzi Recipe - Healthy Fenugreek Seeds Stir Fry,"2 teaspoons Coriander (Dhania) Powder,1/4 cup Methi Seeds (Fenugreek Seeds) - soaked overnight,1/2 teaspoon Cumin powder (Jeera),Salt to taste,1/2 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1-1/2 teaspoon Fennel Powder,1/2 teaspoon Jaggery,1 tablespoon Mustard oil,1-1/2 teaspoon Amchur (Dry Mango Powder),15 Raisins,2 Dates - cut lengthwise,1 tablespoon Coriander (Dhania) Leaves - chopped",30,Rajasthani,"salt,cumin powder (jeera),amchur (dry mango powder),asafoetida (hing),coriander (dhania) leaves,mustard oil,jaggery,raisins,red chilli powder,fennel powder,methi seeds (fenugreek seeds),coriander (dhania) powder,dates,turmeric powder",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burmese Samosa Soup Recipe,"Lemon - wedges,1/3 cup Chana dal (Bengal Gram Dal),1 cup Onions - finely chopped,Spring Onion Greens - sliced,2 Dry Red Chillies - broken,2 Green Chillies - finely sliced,1/2 inch Ginger - grated,1/2 Cumin seeds (Jeera),1/2 teaspoon Black pepper powder,1 cup Mixed Sprouts,1/4 cup Coconut milk,Coriander (Dhania) Leaves - finely chopped,1/3 cup Arhar dal (Split Toor Dal),1 cup Cabbage (Patta Gobi/ Muttaikose) - finely sliced,1 tablespoon Tamarind Paste,8 Samosas - medium sized,1 1/2 teaspoons Coriander Powder (Dhania),1/2 cup Pearl onions (Sambar Onions) - finely chopped,Purple cabbage - thinly shredded,Carrots (Gajjar) - thinly sliced,1 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,4 cups Vegetable stock - or Water,1/2 teaspoon Garam masala powder",50,Burmese,"spring onion greens,kashmiri red chilli powder,vegetable stock water,coriander (dhania) leaves,carrot,onion,cumin seeds (jeera),black pepper powder,turmeric powder,chana dal (bengal gram dal),green chillies,sunflower oil,arhar dal (split toor dal),dry red chillies,lemon,tamarind paste,garam masala powder,mixed sprouts,samosas,coconut milk,ginger,purple cabbage,pearl onion (sambar onion),coriander powder,cabbage (patta gobi muttaikose)",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Sesame Chilli Potato Recipe - Indian Chinese Chilli Potato,"300 grams Baby Potatoes - boiled and peeled,2 tablespoon Sunflower Oil,2 tablespoons Sesame seeds (Til seeds) - toasted,1 tablespoon Soy sauce,1/4 cup Spring Onion Greens - cut into 1-1/2 inch pieces,4 cloves Garlic - finely chopped,2 Green Chillies - finely chopped,1 tablespoon Rice Vinegar,2 inch Ginger - finely chopped,1/2 cup Spring Onion Greens - cut into juliennes,1/2 teaspoon Salt,2 tablespoons Honey,1 tablespoon Red Chilli sauce,2 tablespoons Tomato Ketchup",40,Chinese,"green chillies,spring onion greens,ginger,salt,rice vinegar,soy sauce,cloves garlic,tomato ketchup,baby potatoes,red chilli sauce,sesame seeds (til seeds),sunflower oil",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apricot Muesli Coffee Slice Recipe,"1 tablespoon Extra Virgin Olive Oil,2 Egg whites,1 cup Curd (Dahi / Yogurt) - Low Fat,2 tablespoons Instant Coffee Powder,1 teaspoon Vanilla Extract,1/2 cup Apricots - chopped,1 cup Ragi Flour (Finger Millet/ Nagli),1/3 cup Jaggery - powdered,2 cups Muesli",45,Continental,"apricots,instant coffee powder,eggs,jaggery,virgin olive oil,curd,ragi flour (finger millet nagli),muesli,vanilla",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banana Yogurt and Walnut Smoothie Recipe,"1 cup Curd (Dahi / Yogurt),2 teaspoon Cinnamon Powder (Dalchini),Water - as required,2 tablespoon Honey,4 Ripe Bananas - peeled and chopped,6 Walnuts - pound",15,Continental,"bananas,water,walnuts pound,curd,cinnamon powder (dalchini)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himachali Pahari Auriya Kaddu Recipe - Himachali Tangy Pumpkin Sabzi,"1 teaspoon Amchur (Dry Mango Powder),Salt - to taste,4 cloves Garlic - finely chopped,2 teaspoons Panch Phoran Masala,1 teaspoon Coriander Powder (Dhania),1 teaspoon Mustard oil,2 teaspoon Rice,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),500 grams Kaddu (Parangikai/ Pumpkin) - cut into small chunks,1 inch Ginger - finely chopped,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon Yellow mustard seeds",45,Himachal,"salt,ginger,parangikai pumpkin,amchur (dry mango powder),asafoetida (hing),mustard oil,rice,mustard seeds,cloves garlic,yellow mustard seeds,cumin seeds (jeera),panch phoran masala,coriander powder",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goan Style Khatkhatem Recipe (Mixed Vegetable Gravy),"1 Raw Banana - skin peeled and chopped,Salt - to taste,1/2 Green peas (Matar),1 cup Tamarind Water,3 Dry Red Chilli,1 cup Kaddu (Parangikai/ Pumpkin) - skin peeled and chopped,1 cup Fresh coconut,1/4 cup Yellow Moong Dal (Split),1 teaspoon Turmeric powder (Haldi)",45,Goan Recipes,"salt,yellow moong dal (split),banana skin,tamarind water,coconut,green peas (matar),dry red chilli,parangikai pumpkin skin,turmeric powder",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Salad Recipe,"1 tablespoon Red Chilli flakes,Salt - to taste,10 to 12 Strawberries - chopped into huge chunks,1/2 teaspoon Honey,1 English Cucumber - sliced,1/4 cup Extra Virgin Olive Oil,3 sprig Coriander (Dhania) Leaves,1 Onion - small sized",25,Continental,"salt,english cucumber,virgin olive oil,red chilli flakes,coriander (dhania) leaves,onion,strawberries huge",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
