TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,Cleaned-Ingredients,Ingredient-count,Canonical_Name,Name_Aliases,Cleaned_RecipeName
Dubki Wale Aloo Recipe - Potatoes In A Spicy North Indian Gravy,"1/2 teaspoons Turmeric powder (Haldi),1 Tomato - pureed,1/2 teaspoon Methi Seeds (Fenugreek Seeds) - slightly crushed,2 teaspoons Coriander (Dhania) Seeds - roasted and crushed coarsely,1 teaspoon Cumin seeds (Jeera),4 Dry Red Chillies - broken into 2,Asafoetida (hing) - A pinch,6 Potatoes (Aloo) - boiled,2 teaspoons Red Chilli powder,2 teaspoon Ginger - grated,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Kasuri Methi (Dried Fenugreek Leaves)",45,North Indian Recipes,"tomato,ginger,amchur,asafoetida,red chilli powder,coriander seeds,dry red chillies,methi seeds,cumin seeds,potato,turmeric powder,kasuri methi",12,dubki wale aloo,['potatoes in a spicy north indian gravy'],"dubki wale aloo, potatoes in a spicy north indian gravy"
Paruppu Urundai Rasam Recipe - Dal Dumpling Rasam,"2 teaspoons Coriander (Dhania) Powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Mustard seeds,1 teaspoon Cumin powder (Jeera),3 Dry Red Chillies,Salt - to taste,1 cup Tamarind Water,1/2 teaspoon Black pepper powder,1/2 teaspoon Salt - to taste,1 Tomato - chopped and pureed,1/2 cup Arhar dal (Split Toor Dal) - soaked in water for 1 hour,2 sprig Curry leaves - torn,1/2 teaspoon Red Chilli powder,1 tablespoon Ghee,1/4 teaspoon Asafoetida (hing),1/4 teaspoon Asafoetida (hing) - a pinch,1 teaspoon Jaggery,1/2 teaspoon Cumin seeds (Jeera),1 tablespoon Sesame (Gingelly) Oil",50,South Indian Recipes,"tomato,salt,cumin powder,tamarind water,asafoetida,ghee,mustard seeds,jaggery,sesame oil,red chilli powder,curry leaves,dry red chillies,cumin seeds,coriander powder,black pepper powder,arhar dal hour,turmeric powder",17,paruppu urundai rasam,['dal dumpling rasam'],"paruppu urundai rasam, dal dumpling rasam"
Chinna Vengaya Puli Kuzhambu Recipe (Spicy Tangy Baby Onion Curry),"1/2 teaspoon Mustard seeds,1 tablespoon Sambar Powder,Salt - to taste,1 cup Tamarind Water,4 Curry leaves,12 Shallots - halved,1 teaspoon Jaggery,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 tablespoon Sesame (Gingelly) Oil",50,South Indian Recipes,"salt,tamarind water,mustard seeds,jaggery,sesame oil,curry leaves,methi seeds,sambar powder",8,chinna vengaya puli kuzhambu,['spicy tangy baby onion curry'],"chinna vengaya puli kuzhambu, spicy tangy baby onion curry"
Arachuvitta Sambar Recipe - Sambar With Fresh Ground Spices,"1 Carrot (Gajjar) - diced,2 sprig Coriander (Dhania) Leaves - finely chopped,2 tablespoons Coriander (Dhania) Seeds,12 Pearl onions (Sambar Onions) - quartered,Salt - to taste,1/2 tablespoon White Urad Dal (Split),2 tablespoons Fresh coconut - grated,1 teaspoon Sesame (Gingelly) Oil - or regular oil,1 cup Tamarind Water,2 sprig Curry leaves,1/4 teaspoon Mustard seeds,1 Tomato - diced,1 teaspoon Chana dal (Bengal Gram Dal),1 cup Arhar dal (Split Toor Dal),1 Mooli/ Mullangi (Radish) - diced,2 Dry Red Chillies,1/4 teaspoon Asafoetida (hing),1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Turmeric powder (Haldi),2 Drumstick - cut into 1 inch pieces",60,Tamil Nadu,"tomato,salt,arhar dal,sesame oil regular oil,tamarind water,coconut,mustard seeds,asafoetida,carrot,drumstick,pearl onion,white urad dal,coriander seeds,dry red chillies,methi seeds,curry leaves,coriander leaves,turmeric powder,mooli mullangi,chana dal",20,arachuvitta sambar,['sambar with fresh ground spices'],"arachuvitta sambar, sambar with fresh ground spices"
 Rabodi Ki Sabzi (Recipe In Hindi)," 1/2 cup curd, 1 teaspoon cumin seeds, 1 onion - finely chopped, water - Hot water, 1 teaspoon coriander powder, 1 tablespoon oil, 2 green chillies,1 cup rabodi, 1/4 teaspoon turmeric powder, salt - Taste, 3/4 teaspoon red chilli powder",30,Rajasthani,"turmeric powder,salt,red chilli powder,water,curd,onion,oil,coriander powder,rabodi,green chillies,cumin seeds",11,rabodi ki sabzi,[],rabodi ki sabzi
Sweet and Spicy Pineapple Paneer Tikka Tawa Pizza Recipe,"1/4 cup Milk,1 teaspoon Red Chilli powder,2 teaspoons Active dry yeast,1 cup Hung Curd (Greek Yogurt),3 tablespoons Gram flour (besan),200 grams Paneer (Homemade Cottage Cheese) - cut into cubes,1 Red Bell pepper (Capsicum) - cut into triangles,1/2 teaspoon Cumin powder (Jeera),2-1/2 cup All Purpose Flour (Maida),1 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Fennel seeds (Saunf) - roasted ground to powder,Sunflower Oil - for roasting,1/2 teaspoon Ajwain (Carom seeds),Lukewarm Water - to knead the dough,1 cup Homemade Pizza And Pasta Sauce - as much required for the topping,1 teaspoon Chaat Masala Powder,1/2 teaspoon Coriander Powder (Dhania),1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),3/4 teaspoon Turmeric powder (Haldi),1 cup Cheese - grated,1 teaspoon Sugar,2 teaspoons Extra Virgin Olive Oil,1 inch Ginger - ground to paste,1 cup Mozzarella cheese - grated,1 Pineapple - cut into triangles,3 cloves Garlic - ground to paste,1 teaspoon Salt",135,Fusion,"cumin powder,ajwain,cloves garlic ground paste,chaat masala powder,virgin olive oil,turmeric powder,salt,pineapple,red bell pepper,mozzarella cheese,flour,water knead the dough,garam masala powder,red chilli powder,sugar,kasuri methi,ginger ground paste,cheese,hung curd,pizza pasta sauce the topping,paneer,milk,dry yeast,gram flour,sunflower oil roasting,fennel seeds ground powder,coriander powder",27,sweet and spicy pineapple paneer tikka tawa pizza,[],sweet and spicy pineapple paneer tikka tawa pizza
Healthy Whole Wheat Brown Butter Banana Bread Recipe,"1 teaspoon Baking soda,1-1/2 cups All Purpose Flour (Maida),1/4 cup Milk - at room temperature,1/2 cup Butter (unsalted),1 teaspoon Vanilla Extract,1/2 cup Whole Wheat Flour,2 Whole Eggs - or (flax meal egg replacer),3 Ripe Bananas - (over ripe is great for the recipe),1/2 cup Badam (Almond) - roasted & chopped (Can be substituted with other nuts),1 pinch Salt,3/4 cup Caster Sugar - or brown sugar",65,Continental,"salt,wheat flour,caster sugar brown sugar,eggs,milk,bananas,badam,baking soda,vanilla,flour,butter",11,whole wheat brown butter banana bread,[],whole wheat brown butter banana bread
Maharastrian Batatyachi Bhaji Recipe-Quick and Simple Aloo Sabzi,"2 sprig Coriander (Dhania) Leaves - finely chopped,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - grated,1 teaspoon Mustard seeds,2 Green Chillies - finely chopped,1 Onion - roughly chopped or sliced,2 Potatoes (Aloo) - boiled and coarsely chopped,1 tablespoon Sunflower Oil,1/2 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1 sprig Curry leaves",55,Maharashtrian Recipes,"salt,ginger,mustard seeds,asafoetida,curry leaves,coriander leaves,onion,cumin seeds,potato,turmeric powder,green chillies,sunflower oil",12,maharastrian batatyachi bhaji,['and simple aloo sabzi'],"maharastrian batatyachi bhaji, and simple aloo sabzi"
Mexican Style Sopa De Frijol Recipe - Red Kidney Beans Soup,"1 cup Rajma (Large Kidney Beans) - soaked overnight,Salt - to taste,1 teaspoon Black pepper powder - freshly ground,1/2 teaspoon Dried oregano,1/2 cup Paneer (Homemade Cottage Cheese) - or queso fresco ,2 Tortillas - cut into strips and thenfried in oil,1/4 cup Fresh cream - or crema Mexicana,1/2 cup Sunflower Oil,2 Onions - each cut in half,2 Tomatoes - cored and chopped,4 cloves Garlic - peeled,1/2 teaspoon Cumin powder (Jeera) - ground,4 cups Hot water - with or without vegetable stock cube",100,Mexican,"salt,black pepper powder ground,paneer queso fresco,sunflower oil,water without vegetable stock cube,cumin powder ground,tomato cored,crema mexicana,tortillas,cloves garlic,onion,rajma,dried oregano",13,mexican style sopa de frijol,['red kidney beans soup'],"mexican style sopa de frijol, red kidney beans soup"
Gopalkala Recipe - Janmashtami Special),"1/2 teaspoon Mustard seeds,2 Green Chillies - chopped or slit,Salt - to taste,1 Coriander (Dhania) Leaves - a small bunch chopped,1 inch Ginger - grated,1 teaspoon Ghee,3 tablespoons Fresh coconut - freshly grated,1/2 teaspoon Cumin seeds (Jeera),1/4 cup Curd (Dahi / Yogurt),1 cup Poha (Flattened rice),1 Cucumber - peeled and chopped",20,Indian,"salt,coriander,ginger,coconut,poha,ghee,mustard seeds,curd,cumin seeds,cucumber,green chillies",11,gopalkala,['janmashtami special)'],"gopalkala, janmashtami special)"
Linzer Cookies Recipe,"110 grams Butter (unsalted) - (or 1/2 cup) at room temperature,1 tablespoon Milk,2 tablespoons Icing Sugar - to dust,1 tablespoon Vanilla Extract,1/4 teaspoon Salt,50 grams Caster Sugar,1/4 cup Jam - or preserves,100 grams Almond Meal (Badam Powder),1-1/4 cups All Purpose Flour (Maida)",76,Continental,"salt,milk,vanilla,almond meal,caster sugar,jam preserves,flour,butter,icing sugar dust",9,linzer cookies,[],linzer cookies
Chinese Style Sweet And Spicy Broccoli Stir Fry With Sausage Recipe,"1 teaspoon Sugar,2 cups Broccoli - cut into florets,4 Chicken sausage,1 teaspoon Green Chilli Sauce,1/2 teaspoon Black pepper powder,1 teaspoon Soy sauce,2 tablespoons Extra Virgin Olive Oil,1/2 teaspoon Salt,1 tablespoon Vinegar,1/2 teaspoon Lemon juice",25,Chinese,"chicken sausage,salt,soy sauce,virgin olive oil,green chilli sauce,sugar,broccoli,vinegar,lemon,black pepper powder",10,chinese style sweet and spicy broccoli stir fry with sausage,[],chinese style sweet and spicy broccoli stir fry with sausage
Alu Bukhara Murgh Recipe - Chicken With Indian Plums,"2 Black cardamom (Badi Elaichi),1/4 cup Curd (Dahi / Yogurt),1/2 cup Onion - paste,Sunflower Oil - as required,2 Cardamom (Elaichi) Pods/Seeds,2 Whole Black Peppercorns,2 Alu bukhara - (indian plums),1/2 teaspoon Ajwain (Carom seeds),1/2 tablespoon Alu bukhara - pureed,1 teaspoon Green Chilli - paste,1 Green Chilli - adjustable,Salt - as required,500 grams Chicken - cut into medium pieces,2 Cloves (Laung),1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 tablespoon Coriander Powder (Dhania),1 inch Cinnamon Stick (Dalchini),1 tablespoon Ginger - paste,1 Bay leaf (tej patta),1 tablespoon Garlic - paste",100,Pakistani,"ajwain,black peppercorns,alu bukhara,turmeric powder,green chilli paste,sunflower oil,salt,black cardamom,green chilli,ginger paste,cardamom podsseeds,red chilli powder,onion paste,curd,chicken,garlic paste,bay leaf,cinnamon stick,coriander powder,cloves",21,alu bukhara murgh,['chicken with indian plums'],"alu bukhara murgh, chicken with indian plums"
Homemade Red Chilli Garlic Sauce Recipe,"1 tablespoon Sugar,Salt - to taste,3 tablespoons Sesame (Gingelly) Oil,6 cloves Garlic - finely chopped,1/4 cup Rice Vinegar,10 Thai Red chilli (Birds Eye Chilli) - finely chopped",15,Chinese,"salt,sesame oil,rice vinegar,cloves garlic,sugar,thai red chilli",6,homemade red chilli garlic sauce,[],homemade red chilli garlic sauce
Peach Lassi Recipe - Peach Yogurt Smoothie,"1 tablespoon Honey - to taste,3 Mint Leaves (Pudina),1 sprig Mint Leaves (Pudina),2 cups Curd (Dahi / Yogurt) -,2 Peaches - diced pieces,3 Peaches - ripe",15,Indian,"peaches,mint leaves,peaches ripe,curd",5,peach lassi,['peach yogurt smoothie'],"peach lassi, peach yogurt smoothie"
Masala Jowar Methi Roti Recipe,"1 cup Lukewarm Water,1 cup Methi Leaves (Fenugreek Leaves) - chopped,1/2 cup Whole Wheat Flour,1 teaspoon Red Chilli powder,1 teaspoon Sunflower Oil,1 teaspoon Turmeric powder (Haldi),1-1/2 cup Jowar Flour (Sorghum),1 teaspoon Salt",40,North Indian Recipes,"salt,wheat flour,jowar flour,methi leaves,red chilli powder,water,turmeric powder,sunflower oil",8,masala jowar methi roti,[],masala jowar methi roti
"Kesar Mawa Gujiya Recipe- Gujiya Stuffed With Saffron, Khoya & Nuts","Rose Petals - Dried,1 cup All Purpose Flour (Maida),Sunflower Oil - for deep frying,1/2 cup Water,150 grams Khoya (Mawa),Water - Warm (for kneading),150 grams Sugar,1 tablespoon Raisins,1 tablespoon Chironji,2 tablespoons Ghee,1 teaspoon Cardamom Powder (Elaichi),Saffron strands - A generous pinch,Pistachios - slivered,Saffron strands - as required,80 grams Sugar - powdered",50,Indian,"khoya,saffron strands generous,ghee,pistachios,saffron strands,rose dried,raisins,water,sugar,cardamom powder,flour,chironji,sunflower oil",13,kesar mawa gujiya,"['gujiya stuffed with saffron, khoya & nuts']","kesar mawa gujiya, gujiya stuffed with saffron, khoya & nuts"
Chocolate Rava Ladoo Recipe,"1 1/2 cup Sooji (Semolina/ Rava),1/4 cup Ghee,1/4 cup Raisins,1/4 cup Dessicated Coconut,1/4 cup Cashew nuts,1/2 teaspoon Cardamom Powder (Elaichi),1/4 cup Badam (Almond) - finely powdered,2 tablespoons Cocoa Powder,1/2 cup Sugar",40,Indian,"cashew nuts,ghee,coconut,raisins,sugar,badam,cardamom powder,cocoa powder,sooji",9,chocolate rava ladoo,[],chocolate rava ladoo
Hearty Vegetable Tortilla Soup Recipe,"2 Green zucchini - sliced,1 Onion - diced,1 teaspoon Cumin powder (Jeera),1 Onion - finely chopped,2 cups Water,1 cup Sweet corn,Salt - to taste,Black pepper powder - to taste,4 cups Vegetable stock,2 Tomatoes - diced,1/2 cup Red Yellow and Green Bell Peppers (Capsicum) - sliced to thin long strips,Coriander (Dhania) Leaves - small bunch,1/2 teaspoon Red Chilli sauce - (adjust),2 teaspoons Extra Virgin Olive Oil,4 cloves Garlic - minced,250 grams Canned black beans - drained and rinsed,2 Avocado - diced,1/2 Pickled Jalapenos - finely chopped,1-1/2 Tomato - finely chopped,50 grams Tortillas,6 cloves Garlic - minced",50,Mexican,"tomato,canned black beans,cumin powder,vegetable stock,salt,coriander,black pepper powder,cloves garlic,virgin olive oil,water,jalapenos,red yellow green bell peppers,avocado,onion,sweet corn,green zucchini,red chilli sauce,tortillas",18,hearty vegetable tortilla soup,[],hearty vegetable tortilla soup
Boondi Ki Kheer Recipe,"Saffron strands - a few,1/2 teaspoon Cardamom Powder (Elaichi),1 teaspoon Rose water,10 Badam (Almond) - blanched,1 liter Milk,1 cup Sweet Boondi",30,North Indian Recipes,"sweet boondi,milk,saffron strands,rose water,badam,cardamom powder",6,boondi ki kheer,[],boondi ki kheer
Suran Ja Tuk Recipe - Sindhi Deep Fried Yam / Jimikand,"Salt - salt to taste,Sunflower Oil - for deep frying,1 teaspoon Red Chilli powder - to sprinkle,1 teaspoon Amchur (Dry Mango Powder) - to sprinkle,400 grams Elephant yam (Suran/Senai/Ratalu) - peeled and cut into 2 inch cubes,1 teaspoon Cumin powder (Jeera) - to sprinkle",35,Sindhi,"salt,cumin powder,amchur,red chilli powder,elephant yam cubes,sunflower oil",6,suran ja tuk,"['sindhi deep fried yam', 'jimikand']","suran ja tuk, sindhi deep fried yam, jimikand"
Tofu Scramble Recipe,"1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Extra Virgin Olive Oil,1 teaspoon Garam masala powder,1 Tomato - finely chopped,200 grams Tofu - extra firm,2 Green Chillies - finely chopped,1 Onion - finely chopped,1 Parsley leaves - finely chopped,Salt and Pepper - to taste,3 cloves Garlic - finely chopped",25,Fusion,"tomato,salt,cumin powder,tofu firm,cloves garlic,virgin olive oil,onion,parsley leaves,pepper,turmeric powder,green chillies,garam masala powder",12,tofu scramble,[],tofu scramble
Soulful Chicken Soup Recipe,"1 Onion - sliced,4 cloves Garlic,1 inch Ginger - chopped,Salt - to taste,1 Chicken drumstick - cut into small pieces,1 Carrot (Gajjar) - cut into medium sized,1/4 cup Sweet corn,1 teaspoon Fresh cream,Black pepper powder - for seasoning,2 sprig Spring Onion Greens - chopped,1 teaspoon Whole Black Peppercorns",35,Continental,"salt,ginger,spring onion greens,black pepper powder,cloves garlic,carrot,black peppercorns,onion,sweet corn,chicken drumstick",10,soulful chicken soup,[],soulful chicken soup
Malabar Parrot Recipe - Kerala Parrot Recipe,"2 cups All Purpose Flour (Maida),1 teaspoon Salt - to taste,1/2 cup Milk,2 tablespoons Ghee,1/2 teaspoon Sugar,Lukewarm Water - as required",55,Kerala Recipes,"salt,ghee,milk,water,sugar,flour",6,malabar parrot,['kerala parrot'],"malabar parrot, kerala parrot"
Lahori Aloo Recipe,"500 grams Baby Potatoes,4 Dry Red Chillies,1 tablespoons Cumin seeds (Jeera),2 tablespoons Coriander (Dhania) Seeds,Coriander (Dhania) Leaves - for garnish,Salt - to taste,3 Bay leaves (tej patta),4 Tomatoes - pureed,1 inch Cinnamon Stick (Dalchini),6 Whole Black Peppercorns,2 tablespoons Dry coconut (kopra) - grated,3/4 cup Milk,2 teaspoon Ginger Garlic Paste,1 tablespoon Sunflower Oil,1 Onion - grated,2 tablespoons Sunflower Oil,1 tablespoon Fennel seeds (Saunf),4 Cloves (Laung),1 tablespoon Poppy seeds",65,Pakistani,"tomato,salt,bay leaves,coriander leaves,fennel seeds,milk,black peppercorns,dry coconut,ginger garlic paste,dry red chillies,onion,coriander seeds,cumin seeds,baby potatoes,poppy seeds,cinnamon stick,cloves,sunflower oil",18,lahori aloo,[],lahori aloo
Pinacolada Smoothie Recipe,"1/2 cup Ripe Bananas - heaped,4 tablespoons Instant Oats (Oatmeal),Pineapple - chunks as required,1/2 cup Pineapple - heaped,Dessicated Coconut - as required,Fresh Cherries - as required,5 Dried Figs,1/8 teaspoon Pineapple Essence,1 cup Hung Curd (Greek Yogurt),2 tablespoons Dessicated Coconut - or fresh coconut,1 pinch Salt,1 cup Coconut milk",20,Fusion,"salt,pineapple,hung curd,pineapple essence,bananas heaped,coconut,dried figs,pineapple heaped,cocunut,coconut milk,cherries,instant oats",12,pinacolada smoothie,[],pinacolada smoothie
Tangy Tamarind Pumpkin Curry Recipe,"1 tablespoon Red Chilli powder,1 tablespoon Coriander Powder (Dhania),1 tablespoon Tamarind Paste,Salt - to taste,1/2 tablespoon Jaggery,2 Green Chillies - finely chopped,1 Onion - finely chopped,2 cups Kaddu (Parangikai/ Pumpkin) - cut into cubed,1 cup Water,1 tablespoon Sunflower Oil,1 tablespoon Ginger Garlic Paste,1 tablespoon Turmeric powder (Haldi),1/4 tablespoon Cumin seeds (Jeera),1 tablespoon Mustard seeds,1 sprig Curry leaves",50,Indian,"salt,parangikai pumpkin,mustard seeds,jaggery,red chilli powder,water,ginger garlic paste,curry leaves,onion,cumin seeds,tamarind paste,coriander powder,turmeric powder,green chillies,sunflower oil",15,tangy tamarind pumpkin curry,[],tangy tamarind pumpkin curry
Homemade Kit Kat Bars Recipe,"200 grams Milk chocolate,3 Chocolate wafers,3 Strawberry wafers,200 grams White Chocolate",25,Continental,"strawberry wafers,white chocolate,chocolate wafers,milk chocolate",4,homemade kit kat bars,[],homemade kit kat bars
Kongunadu Chicken Curry Recipe,"1/2 teaspoon Turmeric powder (Haldi),2 tablespoon Fresh coconut,1 teaspoon Poppy seeds,1 teaspoon Ginger Garlic Paste,1/2 teaspoon Fennel seeds (Saunf),1 inch Cinnamon Stick (Dalchini),Salt - to taste,1 teaspoon Cumin seeds (Jeera),3 Dry Red Chillies,1 teaspoon Red Chilli powder,1 Onion - chopped,2 tablespoon Coriander Powder (Dhania),200 grams Chicken breasts - cut into small pieces,1 teaspoon Fennel seeds (Saunf),2 Tomatoes - chopped,1 Lemon juice,2 Cloves (Laung),4 cloves Garlic - chopped,Sunflower Oil,1 teaspoon Whole Black Peppercorns",45,Tamil Nadu,"tomato,salt,coconut,fennel seeds,red chilli powder,cloves garlic,black peppercorns,ginger garlic paste,dry red chillies,onion,lemon,cinnamon stick,cumin seeds,poppy seeds,coriander powder,chicken breasts,turmeric powder,cloves,sunflower oil",19,kongunadu chicken curry,[],kongunadu chicken curry
